reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1G2T9YSX9OORD,B000052YJH,Quilter,"[0, 0]","I have been using these facial sponges since I was in my 20's, so about 30 years!  Lately they have been harder to find.  In the past I used them every day when I washed my face.  Now I use them twice a week.  They are especially useful on the days I have used sunscreen to help remove the gunk.  They last very well and I usually use one pad for about 6 months or so if I only use them on my face.  Also use them on my arms and legs before the use of artificial tanning products to exfoliate my skin, they are awesome for that!  Be sure to use them gently as they could irritate your skin if you were to enthusiastic .",5.0,Face Scrubbers,1360454400,"02 10, 2013"
A2Q7Z5YUZ2KQ6N,B000052YJH,rabger,"[2, 3]","I started using this because I had dry skin and rough patches on my face. One review said that it helped with fine lines and wrinkles... NOT FOR ME. After using these, my forehead fine lines were more noticeable. So I stopped using these on my face but I instead used them on my legs before shaving. Super smooth. Probably won't buy these again but I'll use the 6 pack till it's gone.",3.0,meh,1357171200,"01 3, 2013"
A3AC0FFZOHAXMR,B000052YJH,tealeaf,"[0, 0]",I have hyperkeratinization and these take care of it. It really helps to keep your dead skin from building up and clogging your pores. They really work.,5.0,Can't live without!,1376352000,"08 13, 2013"
A1DDOISWL7HABL,B000052YJM,A. A.,"[5, 7]","I don't have severe huge white-head acne, but do have moderate acne where my face is pack-full of bumps everywhere. I have tried every. single. lotion/acne-clearer possibly available on the market from the time I was 13 (I am now 22). To make that search all the more difficult, I am incredibly SENSITIVE skin... the kind where I have to be careful to wash my bedsheets with odor-free detergent. Sometimes when putting on shirts (that I wash with a nicely scented detergent) if it touches the side of my face it begins to itch and then I have an allergic reaction in that very spot. I am *that* sensitive. Hence, most of the ""Guaranteed"" products out there made me face swell up like a red water-balloon literally (Proactiv).I don't know the technical term, but I suffer from a vicissitude of extremely dry & extremely oily skin. My chin and lower half of my cheeks and around my mouth get extremely dry, peel, itch, and then if I itch form red spots, etc. I stress all this as I find it EXTREMELY important when giving this product the review I'm going to give it.To not digress further, I went to my dermatologist and decided not to use Acutane due to the risks, and was put on Monodox ""as needed"". When I'm breaking out badly, I take one for 2-3 days consecutively and then stop for about a week and repeat the process. So, this is my explanation to explain my acne condition.As far as MOISTURIZER, I've been so desperate to find the right moisturizer that would help give me that 'soothing' feeling versus itching, stinging, or masking my face with oil. If it stung, it would end up itching after a while, and hence make my condition worse, not better. If it simply felt like a 'masked' feeling in the face, then it simply did absolutely nothing for me and didn't help the dryness at all.This is the ONE and ONLY topical product I have ever used that's helped me. Not only have I found the absolute perfect moisterizer, but for my personal skin condition, it truly does all it states. I *LOVE* the tingly clean feeling! It's like having mint on your face and walking outside on a cool, crisp morning. It has 0 oil. None. I leave it on for hours and it's perfect. The best thing is that it somehow doesn't irritate my capricious face. I was fed up with my face and bought this on a whim. For the first time in my life, I reached for the save.I wish I could give it more than just 5 stars.  Very happy customer!",5.0,THE BEST! Better than my own Dermatologist-prescribed acne-clearer,1317945600,"10 7, 2011"
A2V19Q2OFF25OS,B000052YJM,Amazon Customer,"[0, 0]","This facial cleanser has helped me maintain my skin for some time now. I find that I have less blemishes when using it but my skin maintains a balanced moisture level, which is ideal. Many cleansers dry skin and in the winter that is not a nice feeling. Amazons price is very good compared to local retailers. I wish it did lather a little more since it is labeled as a foaming cleanser but that is a minor complaint. Overall I am very happy with this product.",4.0,Does the Job,1353456000,"11 21, 2012"
A678V8KAX22OT,B000052YJM,Amazon Customer,"[1, 1]","My son has been struggling with breakouts for the past year.  He has tried a number of moisturizers with no luck.  They either cause him to break out, leave his face feeling greasy, or offer no SPF protection.  This is the one moisturizer that works, and that is important because his acne medications can often leave his face dry and irritated. This product has become so essential to him that we order through subscribe and save to make sure he doesn't run out.",5.0,Good moisturizer for those prone to break-outs,1336953600,"05 14, 2012"
A26WHR1IP0A250,B000052YJM,"Brynnlux ""Brynn Lux""","[0, 0]","I used this when I was a teenager to keep my skin clear. I never really had very bad acne, just a few bumps here and there. This really helped keep it under control. Luckily when I reached my early twenties my breakouts became only bothersome once monthly.I used this with the Morning Burst products and the Blackhead Clearing products from Clean & Clear. I mostly used this at night and used the Morning Burst with spf moisturizer in the daytime.When using this, my skin was squeaky clean and I was constantly getting compliments. Now that I'm older, this is too harsh for me. I switched to Olay once acne was no longer a daily concern.",5.0,Great for Night,1393891200,"03 4, 2014"
A3J1XDOKRNRA6M,B000052YJM,CL,"[1, 1]","This moisturizer is really good. It's just enough to keep zits at bay and aid in healing the ones that you already may have. It can dry out your skin if you use it too often, but once a day is perfect for this product.",5.0,The first step to getting rid of acne.,1363305600,"03 15, 2013"
A2ZK1I3BPGLOVD,B000052YJM,CM,"[1, 1]","I use this toner as an after shave. It helps keep my face clear of blemishes and helps prevent ingrowns from shaving. Burns a little on first application, but is wayyy more tolerable than the red colored one. I keep a bottle around my office too to freshen up before meetings. Takes the oil right off. Love it",5.0,Best toner,1383264000,"11 1, 2013"
A3UB7SA13JT5A1,B000052YJM,Danielleofficial_,"[0, 2]",It has sylisic Acid in it..It's really hard on your skin. My Skin was in horrible shape after I used this..,2.0,Eh..So-So..,1326758400,"01 17, 2012"
A13MYTDYDNC2KP,B000052YJM,"D. Bozarth ""DB""","[0, 0]","Love it, Love it, Love it!  I have very oily skin and this leaves my skin soft and clean.  Used in combination withNeutrogena Oil-Free Acne Wash Cream Cleanser, 6.7-Ounce, my skin has never been clearer or felt better.",5.0,Been using this stuff for YEARS,1334448000,"04 15, 2012"
AIZDL9P2PJN30,B000052YJM,Fatema,"[0, 0]",I use this moisturizer with my Clinique acne solutions clearing moisturizer. It works really great for my moderate acne. I love it!! I use daily in the morning n night.,5.0,This works!!!,1362960000,"03 11, 2013"
A2RTUUUQFLALVN,B000052YJM,GlamourJ,"[0, 0]","I have always liked this face wash, it makes me clean my face and feel fresh without breaking out. I have been using it for 5 years now, and everytime I try a new product, its not as good as this.",5.0,Good product,1365379200,"04 8, 2013"
A1K6BQIIYFL6CF,B000052YJM,GooHoarder,"[0, 0]","I really like that this stuff is mild and gentle, but also totally cleans off any makeup that I'm wearing, even waterproof mascara. I love the scent, very fresh and clean, and the texture is nice too. It washes off very easily and doesn't cause any problems to my skin. I have a problem with acne, and haven't noticed any improvement on it because of this product, but it definitely doesn't make it worse and really makes me feel fresh after I've used it.This is now my favorite nighttime cleanser because it's gentle, yet does an amazing job of getting my face clean and makeup-free at the end of the day. I love it for that reason, and will keep using it.",4.0,Takes off all of my makeup,1361664000,"02 24, 2013"
A3SB0E24F7LK46,B000052YJM,IM_LISTENING_QUICKLY,"[1, 1]","For some reason or another I have problem skin. I used to use proactiv solution but my skin is way too sensitive for it. Then I used a litany of brand-name facial cleansing lines--but they were too expensive to maintain. I tried Stridex for a while but it just seemed to take my skin off. Nowadays I have stumbled upon the simplest solution (astringent). I wear lots of makeup throughout the day and if I don't remove all of it I tend to break out. I clean my face once a night with astringent, I put a little bit of lotion under my eyes and on any super dry areas, and then go to bed. Astringent, Lotion, Repeat.",5.0,Great for Problem Skin,1354665600,"12 5, 2012"
AE7V92R2LVEJF,B000052YJM,J. M. M.,"[1, 1]","I have used this product for the last 15 years.  It's perfect.  I prefer this over the generic store brands because this formula is a little thicker.  The generic seems a bit watery or thin, if that makes any sense.  I've had no issues with using this under makeup, primers, or even sunscreen.",5.0,Awesome stuff!,1336608000,"05 10, 2012"
A27R2JFTCCGIKM,B000052YJM,KaralynDoddxo,"[0, 0]",I like putting on face lotion before I put my makeup on. This lotion just doesn't feel like it even moisturizes your face ): stopped using after one use,2.0,I guess it's okay..,1376697600,"08 17, 2013"
A19SDJ2TSSL8HI,B000052YJM,"K. McGee ""KayJay""","[2, 2]","I almost never had acne when I was in my teens. Mine didn't start until I was in my early/mid twenties. I went to the dermatologist then and my dermatologist recommended this lotion along with a soap with Salicylic Acid in it to help keep my skin clear. I've used both now for 20+ years and I rarely have break outs.I have oily skin for the most part so I almost never experience any drying from this lotion and since I'm now in my forties, I use something else around my eyes and for my neck but this works great for my face. I use it after showering, allow it to sink into my skin for about 10-15 minutes and then apply a base, then foundation.This seems like it keeps my skin bright as well as clear so my complexion doesn't get dull and it doesn't add shiny-ness to my face. In the winter, I sometimes supplement this lotion with something a bit more moisturizing but this is my primary face lotion for the rest of the year. It doesn't make me greasy and leaves my skin soft. I don't know what I would do without it because I've tried switching to more expensive brands but either they don't work as well or eventually my skin begins to break out again.A bottle of this lasts me a long time too so it's very inexpensive to use. It's a must have in my beauty routine. So long as they keep making it, I'm going to keep buying.One last thing: If you get breakouts on your back or shoulders or chest, this works great for those areas as well. Apply it, let it ""soak in"" for 10-15 minutes then apply a good sunscreen if you're going to be out in the sun for any length of time.",5.0,Works Great on My Forty-Something Skin,1340582400,"06 25, 2012"
A15JJ2ZXB1DKX6,B000052YJM,kyle,"[0, 0]","I have an oily t- zone...NO lotion has ever worked in treating it (and I have tried MANY different matte lotions) Now having this lotion, I only have very little oil on my nose area but I still see a major difference in my skin compared to before and i am 99.9% satisfied with this product.p.s.This stuff feels like Amazing silk going on the skin.!!!Thanks Clean-and-Clear!",5.0,Great on my oily / combo skin!!!,1395619200,"03 24, 2014"
A39CYUXTVGQSCF,B000052YJM,Ladysuki1289,"[1, 1]","I have actually never purchased the Clean and Clear product itself, but I have tried both the Wal-Mart brand and the Target brand of this moisturizer. The Target generic brand is AMAZING, I honestly would give it a 5/5! I have combination skin, so my face is oily in spots and dry in others. I use the product everyday at night, after I wash my face, before bed. I would like to think that the acne medication has the best time to absorb into my skin while I'm sleeping as opposed to wearing it outside in the sunlight, where it would make my face even dryer than normal. In the morning, I use a daytime moisturizer, but that is another review.I ended up buying the Wal-Mart brand because I left my original bottle at my mom's house. The Wal-Mart brand costs less than both the actual product and the Target brand, but is definitely of a lower quality. It's a lot more watered down than the Target version and takes several more applications to finally work. I still use it at night, however.I'm sure the real version of this product works AMAZINGLY WELL since I love the Target version so much. But don't buy the Wal-Mart version of this product.",5.0,Review for the Generics!,1372204800,"06 26, 2013"
A2NIUVVH46ZDTH,B000052YJM,lee,"[2, 2]","This moisturizer is great, it makes my face smooth and it does help with acne. I will continue to purchase it, it is also very affordable which makes it even better.It makes my makeup look fresh and it goes on smoothly.",5.0,great moisturizer,1318204800,"10 10, 2011"
A2CHH5P055A0KL,B000052YJM,Linja,"[0, 0]",This cleanser is perfect for sensitive skin. I've used other products in the past that caused breakouts or dry skin. This one does neither because it's so gentle. It's also less expensive compared to the other other brand name products.,5.0,No more breakouts,1357776000,"01 10, 2013"
A2OYOVE5A5TJ9K,B000052YJM,Lori H,"[1, 1]","Love this stuff. It's perfect for keeping my face soft and smooth, without breaking out. I especially like to use it at night.",5.0,Love,1353974400,"11 27, 2012"
A2ZJF26DWW28MO,B000052YJM,lvansel,"[1, 1]",This does not make my skin feel greasy. It absorbs very quickly and has helped my skin so much. Since I have been using this I don't have any cystic acne which is a major plus.,5.0,Truly great,1325721600,"01 5, 2012"
AHN5I2BKFML6C,B000052YJM,Mandi.S,"[0, 0]","This works great for a basic face wash.  I usually let it soak in for a minute or two (while I brush my teeth) and when I rinse it off, my skin is soo soft.",5.0,"Good, simple face cleanser",1355356800,"12 13, 2012"
A34BZM6S9L7QI4,B000052YJM,"Mandy Payne ""Is it just me?""","[1, 1]","Not perfectly, but it has helped to clear my son's face.  He is 15 and getting him to wash his face is a nightmare...at 15!?!  Anyway, he had pretty mild acne that absolutely came from not washing enough at 15.  This is so easy for him and it isn't too drying.  I have noticed a huge improvement with just this product.  One step is about all I can hope for at this point.",4.0,Cleared his skin,1366070400,"04 16, 2013"
AVF7PHGY9NDII,B000052YJM,marianat,"[1, 2]","I bought this over a week ago at target for my combination skin. I break out quite easily on my forehead, and have a few blackheads on my nose. After using once a day, my forehead, chin and cheeks have broken out. And I never break out on my cheeks. On the plus side, my forehead is no longer an oil slick...I understand that products have to clear out the dirt and oil first, but if this doesn't improve in one week, this is going in the trash.3/24Most of the breakouts cleared up with continued use one week after my first review. However, my skin is a bit flaky around my nose. A bit ironic for a moisturizer if you ask me.",3.0,Skin Has Not Improved,1361750400,"02 25, 2013"
AH0I3RHVQZ0NK,B000052YJM,MarieBella,"[2, 3]","As the title says, it broke me out really bad. I finally had figured out what worked for my skin and had a semi clear face with a pimple or two here and there (that time of the month, stress) but I needed just a bit more of moisture so I decided to try this moisturizer--BIG mistake. I usually brake out on my chin/jaw and in between my eyebrows/forehead so when I woke up the next day I had so many little white in those exact spots. I cannot tell you how upset I was and how itchy my face was. I hate this product and would not recommend this to somebody who has acne-prone, sensitive, oily skin.I only gave it a star because I could not give it zero stars!",1.0,Broke me out HORRIBLY!!,1344124800,"08 5, 2012"
ADBBZJ37FVOYZ,B000052YJM,MariS.,"[1, 1]","I have combination skin and have been using this daily for the past 2 weeks. However, there hasn't been any noticeable difference on my skin. I still break out, and my dark spots don't seem to be going anywhere soon. It moisturizes okay (nothing special), but in terms of treating pimples, this dual-action product leaves its promise unfulfilled.",2.0,Did nothing to my breakouts,1346025600,"08 27, 2012"
A1TMS2TZPGY9FY,B000052YJM,Melissa Mission,"[1, 1]","for any moisturizer you have to be careful to not put on so much because your face will get oily. But I must say overall, I love this product. I have been using it for years now, and it works every-time. I can definitely tell a difference by just using it just once. My face looks brighter and the tone is more evened out. This product is extremely recommended to those with sensitive skin!",5.0,amazing product,1335830400,"05 1, 2012"
A2FEC016SACDJ9,B000052YJM,"M. Lynch ""nerdgirl""","[19, 26]","I purchased this moisturizer because I was looking for something that would keep my skin hydrated while also treating my acne. I'm afraid this wasn't the best product for me to choose, however. It doesn't contain a sunscreen, for one, so it's not great for the daytime. It does contain salicylic acid, but only .5 percent which is not a great deal, although if you do suffer from dry skin it can irritate it. I have pretty oily skin so that isn't a problem for me, but I also struggle with moderate adult acne and don't feel this is strong enough to really take care of it. I used this for a few weeks in addition to my normal skincare routine and saw no changes.The lotion goes on clear and dispenses from a pump top for easy application. You get a full 4 ounces for the price.I would say this product would be great for someone who breaks out with light acne very occasionally, and who is looking for a *nighttime* moisturizer for the oily areas of the face. Use something different if your skin is dry and/or prone to moderate or severe acne.",3.0,Not for true acne-prone skin,1236988800,"03 14, 2009"
A1VNFH9JQENIJ0,B000052YJM,mz bankss,"[1, 1]",johnson's & johnson's has done it again! i absolutely love this oil free lotion it makes my skin feel smooth and great with or without makeupi love using after i exfoliate or when im done cleansing after wearing make upim glad i purchased,5.0,great product,1378512000,"09 7, 2013"
A21K28EQ023UUU,B000052YJM,"NY rat ""+""","[0, 0]","I love that this cleanser smells nice and it works very well, just like Paula Begoun writes in her review of this product. It removes the most stubborn mascara I have ever owned (it's hard to wash off). I don't even have to use eye makeup remover afterwards! My skin sort of normal but it can get dry. So after I wash my face with this cleanser, my face feels a bit dry and I have to put some moisturizer on.....with Biore that I wrote review for before I didn't have to do that but Biore doesn't wash off my silly mascara very well :) choices choices. I think if you have skin on the oily side, this may work very well for you.Other than being a bit drying, it also takes a lot if this stuff to work. With some cleansers it takes 1 pump.....it takes 3-4 of this. Doesn't foam easily. I don't think I'd get this one again yet I'd give it 4 stars still.",4.0,"works great, smell great, may be drying for some people",1367280000,"04 30, 2013"
AAEMCKW45A74Z,B000052YJM,Ohood,"[1, 1]",this moisturizer is amazing.. it never make my face oily but it moisturize it is a perfect way that I can use my primer and foundation without having oily spots on my nose or chin... go go go,5.0,highly recommend it,1379635200,"09 20, 2013"
A3UC3YT2E65LZO,B000052YJM,R. Dowling,"[2, 3]","I am a male and I have adult acne.  The acne meds dry out my skin.  I needed a moisturizer that wouldn't make my acne worse, and preferably, would help prevent acne.  This product fits the bill.  It is light, cooling, and doesn't clog my pores.  It's gentle enough that I can put it on my face right after shaving, and it doesn't sting or burn.  (It actually works really well as an after-shave conditioner; seems to help prevent red bumps and ingrown hairs!)  The only way this product could be better would be if they added sun protection to it.  I hope someday they make a version of this with SPF 15; if they do, I will give it 5 stars.",4.0,soothing oil-free moisture,1119484800,"06 23, 2005"
AYEDFWV2FZ22V,B000052YJM,"R. Felan ""Mr. Rick""","[0, 0]",I decided to try this cleanser because it was foaming.  I was pleasantly surprised on how it worked.  Did not dry out my skin or leave it oily.  Clean and clear's products seem to be just as good as the name brands (which i have tried).,5.0,One of the best cleansers on the market,1357257600,"01 4, 2013"
APYKGTU0LFICH,B000052YJM,SATG,"[1, 1]",Seems to rub in well but after about an hour or two my face is greasy all over. After a long time I realized it was this product. I gave it away.,2.0,Not the best,1376352000,"08 13, 2013"
A3VIB7AP52HTHT,B000052YJM,Summer,"[0, 0]",I've been using this product for about eight years now and it works great for me. I have very sensitive skin and it doesn't dry my skin out and it does a great job at removing all the dirt and make-up from my skin. It's not for acne and blackheads but it keeps my breakouts under control it's a great morning and night cleanser to use. Or you could use the 'Clean & Clear morning burst facial cleanser' in the morning and this at night.,5.0,Been using for years,1373673600,"07 13, 2013"
A2KV1V4QZ4C95S,B000052YJM,sunflowerfusion,"[1, 1]","I am very satisfied with this mosturizer. I am a big fan of Clean & Clear products. It feels light on the face and works well on combination skin types. It also has a nice, clean smell to it. You don't have to apply a whole lot of it on. I definitely recommend it.",4.0,Perfect moisturizer for combination skin,1350000000,"10 12, 2012"
A2WW57XX2UVLM6,B000052YJM,Talvi,"[0, 1]","This goes on cleanly with hte pump dispenser but can be a bit difficult to wash off afterwards - hence the 4 star review.  Nor has this ever really foamed for me.  But it doesn't leave my skin feeling soapy and stiff, nor does my skin get irritated from it.  I think I prefer the Olay Foaming Face wash for the scent but both are really good products.",4.0,Works Well and Does Protect Sensitive Skin,1364256000,"03 26, 2013"
A2HN3YHB3WOVTH,B000052YJM,Theresa Dailey,"[0, 1]",I use this daily and it is perfect for my skin.  It doesn't dry it out and my face feels fresh and clean afterwards.,5.0,Great product,1398384000,"04 25, 2014"
A164HFMPHEM2U3,B000052YJM,tinabina,"[0, 0]","i use this most days. and i used this before, just bought it online because it was easy and i have prime. thanks!",4.0,works fine,1363737600,"03 20, 2013"
A1I6ICEIWYF5H0,B000052YJM,YaktownMami,"[1, 1]",I have really dry skin around my nose and I don't like to use regular body lotion for my face cuz it breaks my face out. That's why I like this product cuz its a moisturizer and a acne product. Works pretty good for the price.,4.0,Works good,1390521600,"01 24, 2014"
A1DBQHU8GY6VOP,B000052YJM,Zan,"[2, 2]",I have dry skin as well as oily skin and acne prone skin. It's not a fun combo to work with but this moisturizer sure helps!,5.0,Great face lotion,1366416000,"04 20, 2013"
A3E1KL2N4ZOQ8W,B000052YJX,Amazon Customer,"[2, 3]","This is the most gentle brand available.  It contains 2.5% Benzoyl Peroxide.  All other brands are extra strength and have 10%, which eats away at my face and burns.  This takes a few applications to fully rid my face of break outs, but it is worth the wait to avoid any burning or injury.  I have really sensitive skin and roseacea.  My dermatologist recommended this for me.  I am glad that I took his advice.  :)",5.0,My dermatologist recommended this product,1184544000,"07 16, 2007"
A37Z843SR49K8P,B000052YJX,Ana Logue,"[0, 0]","Between this Neutrogena Spot Treatment and Oxy Spot Treatment Maximum, there is no contest! The Oxy works and the Neutrogena does not, pure and simple. I have only the occasional pimple these days, but want a treatment that quickly dries up the oil  and inflammation. The Oxy costs more but is worth the price, the Neutrogena does nothing (as far as I can tell) as a spot treatment. A better medicine will prevent scarring and disfiguring marks on your face! Early application of effective medicine can stop an emerging blemish before it becomes much worse. The Oxy Spot Treatment Maximum did a far better job for me.",2.0,Buy Oxy Spot Treatment Maximum Instead,1361232000,"02 19, 2013"
A23ED1KXUQ0BO,B000052YJX,arsenic sulfide,"[1, 1]","Originally I was worried about allergy. I have to say this treatment may be too mild to me. It works, not significantly.Also I found this is NOT transparent gel, but some white cream which does not fully absorbs, and leads to an ugly face white white spots.",3.0,white residue on face,1350000000,"10 12, 2012"
AK7CAW3N1XZV6,B000052YJX,"Beth Cholette ""doctor_beth""","[6, 9]","I purchased this product after in was recommend as a disinfectant in the book Don't Go to the Cosmetics Counter Without Me. I had been becoming extremely frustrated with my oily skin and frequent breakouts, so I was ready to try something new. For the past 1 1/2 months, I have been religiously using this product in the morning and Clear Pore Nighttime Clarifying Gel (a BHA product) prior to bed. While I haven't seen miraculous results, I have had a reduction in breakouts, and my skin texture seems to be slowly improving. In addition, I am no longer getting the dry, flaky patches which I was getting with other products. However, my skin is still oily, and I do still experience the occasional breakout. While this product certainly might provide you with some benefits over time, keep in mind that you will not see immediate results:  despite the claims, there is NO product available which can get rid of existing blemishes.",4.0,Some improvement over time,1084233600,"05 11, 2004"
AZJ8PVOKAJS5,B000052YJX,Cary Penrod,"[0, 0]","This stuff works pretty good. Good price also, will buy it again. Also use it on my 10 year old daughter who has been breaking out as of lately and it's not to strong for her sensitive skin",5.0,Its good stuff,1390348800,"01 22, 2014"
A1TWCRABJ1DXCR,B000052YJX,cenerentola,"[0, 0]","I can't believe that I find an acne cream that actually works!! I don't even remember how many creams, lotions etc.  I tried over the years until now for adult acne. This is the first time I really see some result and I even don't use it regularly. If you put it on at night you'll see the effect the next morning. Even if the blemishes don't completely go away the next day, they reduce down in size. It helps with the redness and the pain. I have a very sensitive skin and this doesn't dry out my skin. The only minor issue is that I don't think it is completely vanishing. Some white residue still stays but it is manageable. Overall very gentle yet powerful cream. Definitely recommended.",5.0,I can't believe that it really works!,1401321600,"05 29, 2014"
A1CV0WYIHTF2GQ,B000052YJX,Chelsea Smith,"[0, 0]",I usually would use Clearasil's blemish cream but decided to try this instead as it had really good reviews. I don't think it works as well on my skin as Clearasil's blemish cream did and I would probably not purchase it again.,3.0,Doesn't work well for me,1357171200,"01 3, 2013"
A87JI1JMRS0PG,B000052YJX,Dog Mom,"[1, 1]","Everyone has different skin, but mine tends to dry out and get easily irritated.  I thought Neutrogena On-the-Spot would be a good solution because of the lower concentration of benzoyl peroxide.  Unfortunately the product made my skin red and flaky, so much so that it is taking a few days for my skin to get back to normal.  I usually have pretty good luck with Neutrogena products, but I think I'll be getting my skin care items elsewhere.",2.0,Too harsh despite claims of being more gentle,1317772800,"10 5, 2011"
A2Y4S4CNGKF21S,B000052YJX,H. Swanson,"[0, 2]","I hate this stuff! It didn't do anything to help my acne. All it did was make my skin so painfully sensitive all over! I wish I could get a refund. I used it for a good week. I have hormonal acne, and this had no impact on it. It was as if I'd put nothing at all on (aside from the horrible dryness and burning).",1.0,Did not work for me. It BURNS!,1326758400,"01 17, 2012"
A1HMP49REABOZI,B000052YJX,Jae Kim,"[1, 2]","I like it.  It doesn't make my face super shiny.  However, it makes my face feel thick (it's not that bad).  So far my blemishes seem smaller.",4.0,Good,1225756800,"11 4, 2008"
A2UWR5Q1DW43BU,B000052YJX,Kati,"[2, 3]","I recently started breaking out on my cheeks and jawline which was never a problem area when I was in my teens. This works if you use it just like the directions say: on clean skin, once a day initially then increase to several times daily. On day two I use it like every 2 hours.It makes the pimple or, in my case, underground monster, less visible and less irritating. It gets rid of any pain or soreness that makes me want to pick and pop. After day two it completely disappears.Honestly, the best thing about this product is that it makes me keep my hands OFF my face which is likely why I break out in the first place. Oh, and I started changing my pillow case every night.",4.0,Effective with time,1312848000,"08 9, 2011"
A13IRKEEPFTWFM,B000052YJX,KH1,"[2, 3]","I like this product and have returned to using it when the drugstore is out of my usual on-the-spot treatment. I use this product only at night - when the cream dries, it does leave a little flaky residue - for this reason, I would recommend using it only at night or other times when you aren't going to be out in public. It can dry out your skin a little. In the morning, I have noticed that my blemishes are much less noticable, though there are better on-the-spot treatments out there that do jsut as good of a job reducing blemishes and aren't quite as drying.",4.0,some reduction,1146787200,"05 5, 2006"
A2LH6S5JMBJXP7,B000052YJX,LuckyDucky,"[0, 0]","I used to have pretty bad acne, but thankfully it cleared up! I do sometimes get the occasional pimple..yippee. Lucky me, I got a big one right in the middle of my cheek right before vacation. I bought this on a whim and thought I'd try it on my bad timing zit. I washed my face like normal twice a day and covered the pimple with this. After a day, it was gone! It wasn't red and puffy anymore, and with a little make-up was nonexistant!I don't think you should slather this all over you face though, it does really dry out your skin and leaves it feeling kind of stiff and like you have dry soap on it... but overall, I think it's great!",4.0,It works!,1340323200,"06 22, 2012"
ADQOVML1E5L4A,B000052YJX,melissa85,"[0, 0]",This product helped dry out my acne the first day I used it. I use a very thin layer and let it sit over night then apply in the morning. A little goes a long way. I even apply makeup over it with no problems. It doesn't dry out my face and I have sensitive skin. I will buy again.,5.0,love it,1363910400,"03 22, 2013"
A2P6C9UAB0J9D5,B000052YJX,michelle keese,"[0, 0]",This stuff works pretty fast it takes redness and swelling down within hours and the pimple is gone within 3 days no blemish left behind,5.0,Tiny Tube Big Punch,1376006400,"08 9, 2013"
A3EZHMGGWY74HY,B000052YJX,MommaMia,"[1, 2]","The only bad thing about Neutrogena On The Spot Acne Treatment is that I didn't have it when I was a teenager, suffering from the worst acne ever!  I've had acne for years and have used harsh abrasive cleaners, creams that dried my skin out, creams that irritated, and creams that did nothing at all.  When I turned 25 I imagined my skin would clear up, but it never did.  Then came 30, 33, 36...and the acne was still there, not as bad, certainly, but still an issue.  Then I found this, and my life changed!  This product WORKS...and I won't be without it.  As I said, the only thing that could make it better is if I had it with me the week before the PROM!If your teenager suffers from acne, they just don't need to.  Give this a try, and I think you will see results fairly quickly.  It works for me just about overnight!Thank you Neutrogena!",5.0,The ONLY thing that works for me,1295568000,"01 21, 2011"
A3S73VLN1KOGEY,B000052YJX,Ms. Sean Crenwelge,"[1, 2]","I use this product second in my regime; I first use Neutrogena Extra Gentle Cleanser, then this, then finish off with Neutrogena Oil-Free Moisturizer. I did a lot of research and found this to be the best B.P. product on the market. It is 2.5% B.P and this is the amount you need in a product, if you go over that it is much too harsh for your skin (especially mine because it is sensitive). Obviously if you have severe acne and need medication type products, that might be different for you. But for the average face, anything over 2.5% B.P is much too harsh. I actually don't buy this product on Amazon I just buy it at my local WalMart and it is about the same price on Amazon, minus the shipping charge. I'd say it's a pricey little product for the small tube you are getting, especially the way I use it all over my face but, hey it works and that's why I stick to it. The other two products I use last months and aren't that expensive for how long they last so I can afford to use this product. While it says it is an ""On the spot"" treatment, I actually use it all over my face. Because it is not a gel and it is creamy, you can't really apply it all over your face then rub it in, you'll have to apply a small amount to your finger and apply in batches. I don't find this annoying or hard to do, though some might because it takes a bit longer. When I first started using this product I only applied a small amount to my face in certain spots to get my skin used to it. Progressively over 2 weeks I began to use more and more and my skins takes it like a champ now. Even though it is a B.P. product, I actually don't get the stiff feeling after applying it all over my face. It also does not leave a white residue as other creamy products might do, it is a little difficult to work in if you're using small amounts but it goes on well. I find that it clears my skin up well but of course I get an occasional pimple or so due to that time of the month or stress or whatever, but much less than I used to! I always let this soak in for about 10 minutes or so before I put on my moisturizer. Overall, a small tube of the product and a bit pricey but it works and I would reccommend it for the average face!",5.0,Great to use all over!,1305590400,"05 17, 2011"
AVSBFMITPYO8D,B000052YJX,Nicolai Andersen,"[0, 0]","This product is relatively good in the sense that it prevents breakouts. I usually put it on troubled areas every other night, and I've had few breakouts since I started to use this. Even though there are several creams that are more effective prescribed by the doctor (Aberela is extremely effective and my favorite for sure), this Neutrogena cream is the most effective I've had without having a prescription. It does make your skin dry",4.0,The best over-the-counter cream,1360281600,"02 8, 2013"
A3SL80F7VPRMGY,B000052YJX,nmchee,"[0, 1]","It helps but because I have a t-zone it doesn't really help the oily section.  I keep breaking out.  The acne disappears, but I would need to apply it  several times a day.  It's not strong enough but it does control the acne break out.",4.0,good acne treatment but not the best,1392854400,"02 20, 2014"
A3A1JTH4CV3WPE,B000052YJX,Sami B,"[0, 0]","I do have good skin and take care of it exceptionally well.  This is a must go-to product for those times when my complexion needs some spot treatment.  Instantly reduces inflammation and redness, allowing the healing process to begin immediately.  Best price found on Amazon.",5.0,A must,1391904000,"02 9, 2014"
